Gene	MutSig(Q-value)	# Mut	#	Freq	Is Cancer Gene (source: OncoKB)
ZNF213		2	2	0.5%	No
ZNF215		2	2	0.5%	No
ZNF223		2	2	0.5%	No
ZNF227		2	2	0.5%	No
SLC30A1		2	2	0.5%	No
SLC30A4		2	2	0.5%	No
ZP2		2	2	0.5%	No
ZYX		2	2	0.5%	No
LRP8		2	2	0.5%	No
EVI5		2	2	0.5%	No
RNF103		2	2	0.5%	No
PAX8		2	2	0.5%	Yes
IL1R2		2	2	0.5%	No
FZD5		2	2	0.5%	No
SCG2		2	2	0.5%	No
IFRD2		2	2	0.5%	No
KCNAB1		2	2	0.5%	No
ST8SIA4		2	2	0.5%	No
DEK		2	2	0.5%	Yes
PLA2G7		2	2	0.5%	No
MTERF1		2	2	0.5%	No
ST7		2	2	0.5%	No
NR4A3		2	2	0.5%	Yes
STAM		2	2	0.5%	No
SHOC2		2	2	0.5%	Yes
ADAM12		2	2	0.5%	No
PDHX		2	2	0.5%	No
FOSL1		2	2	0.5%	No
CUL5		2	2	0.5%	No
FGF23		2	2	0.5%	Yes
GPR68		2	2	0.5%	No
ANP32A		2	2	0.5%	No
ST8SIA2		2	2	0.5%	No
GAN		2	2	0.5%	No
TAF15		2	2	0.5%	Yes
ZNF239		2	2	0.5%	No
DPF1		2	2	0.5%	No
NCOA3		2	2	0.5%	Yes
SYN3		2	2	0.5%	No
TMEM187		2	2	0.5%	No
ACOX3		2	2	0.5%	No
EOMES		2	2	0.5%	No
FZD4		2	2	0.5%	No
FZD7		2	2	0.5%	No
HIST2H2AC		2	2	0.5%	No
HIST1H3I		2	2	0.5%	Yes
HIST1H4D		2	2	0.5%	No
HIST1H4E		2	2	0.5%	No
HIST1H4L		2	2	0.5%	No
HYAL3		2	2	0.5%	No
OR1A1		2	2	0.5%	No
PIP5K1B		2	2	0.5%	No
PIP4K2B		2	2	0.5%	No
PLA2G6		2	2	0.5%	No
SPARCL1		2	2	0.5%	No
EEA1		2	2	0.5%	No
STX7		2	2	0.5%	No
SOAT2		2	2	0.5%	No
RAD54L		2	2	0.5%	Yes
NSMAF		2	2	0.5%	No
GNPAT		2	2	0.5%	No
DYRK3		2	2	0.5%	No
DYRK2		2	2	0.5%	No
DOC2A		3	2	0.5%	No
DHX16		2	2	0.5%	No
FOXN1		2	2	0.5%	No
TPST1		2	2	0.5%	No
SMARCA5		2	2	0.5%	No
OGT		2	2	0.5%	No
SEMA7A		2	2	0.5%	No
CILP		2	2	0.5%	No
PPFIBP1		2	2	0.5%	Yes
RANBP3		2	2	0.5%	No
PKP4		2	2	0.5%	No
NDST2		2	2	0.5%	No
ITGA8		2	2	0.5%	No
GCM1		2	2	0.5%	No
GAS7		2	2	0.5%	Yes
DGKE		2	2	0.5%	No
DGKD		2	2	0.5%	No
DDO		2	2	0.5%	No
CYP4F2		2	2	0.5%	No
COPS3		2	2	0.5%	No
CBX4		2	2	0.5%	No
CAMK1		2	2	0.5%	No
AGPS		2	2	0.5%	No
BHLHE40		2	2	0.5%	No
CDC14A		2	2	0.5%	No
PRPF18		2	2	0.5%	No
PDXK		2	2	0.5%	No
MKNK1		2	2	0.5%	Yes
STK16		2	2	0.5%	No
OR6A2		2	2	0.5%	No
NOP14		2	2	0.5%	No
RDH16		2	2	0.5%	No
KLF7		2	2	0.5%	No
PLPP1		2	2	0.5%	No
USO1		2	2	0.5%	No
KCNK5		2	2	0.5%	No
NCOA1		2	2	0.5%	Yes
PDE5A		2	2	0.5%	No
TNKS		2	2	0.5%	No
EIF3B		2	2	0.5%	No
STX11		2	2	0.5%	No
BECN1		2	2	0.5%	No
SRSF9		2	2	0.5%	No
SERPINB7		3	2	0.5%	No
ABCC3		2	2	0.5%	No
SNX4		2	2	0.5%	No
URI1		2	2	0.5%	No
CTNNAL1		2	2	0.5%	No
RNGTT		2	2	0.5%	No
TNFSF14		2	2	0.5%	No
TNFSF10		2	2	0.5%	No
TNFRSF6B		2	2	0.5%	No
SIGLEC5		2	2	0.5%	No
FBP2		2	2	0.5%	No
TNFRSF11A		2	2	0.5%	Yes
TNFRSF10D		2	2	0.5%	No
SUCLG1		2	2	0.5%	No
DPM1		2	2	0.5%	No
FGF18		2	2	0.5%	No
INPP4B		2	2	0.5%	Yes
IQGAP1		2	2	0.5%	No
HCAR3		2	2	0.5%	No
ASAP2		2	2	0.5%	No
ALDH1A2		2	2	0.5%	No
ST3GAL5		2	2	0.5%	No
ARHGEF7		2	2	0.5%	No
SGPL1		2	2	0.5%	No
CDC16		2	2	0.5%	No
EIF2B3		2	2	0.5%	No
MTMR3		2	2	0.5%	No
PRPF4B		2	2	0.5%	No
ENDOU		2	2	0.5%	No
PHOX2B		2	2	0.5%	Yes
BTRC		2	2	0.5%	No
HIST1H3F		2	2	0.5%	Yes
CHRNA6		2	2	0.5%	No
USP13		2	2	0.5%	No
BRSK2		2	2	0.5%	No
HIP1R		2	2	0.5%	No
CCRL2		2	2	0.5%	No
BTAF1		2	2	0.5%	No
PSTPIP1		2	2	0.5%	No
MAP7		2	2	0.5%	No
PRC1		2	2	0.5%	No
CLDN6		2	2	0.5%	No
SART1		3	2	0.5%	No
USP14		2	2	0.5%	No
USP6		3	2	0.5%	Yes
MTMR7		2	2	0.5%	No
NMI		2	2	0.5%	No
SLC16A3		2	2	0.5%	No
PRPF4		2	2	0.5%	No
PRPF3		2	2	0.5%	No
FAM50A		2	2	0.5%	No
RABEP1		3	2	0.5%	Yes
RRP9		2	2	0.5%	No
ARHGEF1		2	2	0.5%	No
EXO1		2	2	0.5%	No
LPAR2		2	2	0.5%	No
ZW10		2	2	0.5%	No
SLC24A1		2	2	0.5%	No
DDX21		2	2	0.5%	No
ZBED1		2	2	0.5%	No
KCNAB3		2	2	0.5%	No
ZMYM6		2	2	0.5%	No
MTA2		2	2	0.5%	No
GCM2		2	2	0.5%	No
PDLIM7		2	2	0.5%	No
MAPKAPK2		2	2	0.5%	No
CYTH3		2	2	0.5%	No
COPB2		2	2	0.5%	No
ZBTB22		3	2	0.5%	No
ADGRG1		2	2	0.5%	No
GPR52		2	2	0.5%	No
S1PR2		2	2	0.5%	Yes
CD83		2	2	0.5%	No
ASIC3		2	2	0.5%	No
MMP20		4	2	0.5%	No
KLF4		2	2	0.5%	Yes
PTER		2	2	0.5%	No
TRIP13		2	2	0.5%	Yes
TRIP10		2	2	0.5%	No
TRIP4		2	2	0.5%	No
ZNHIT3		2	2	0.5%	No
TGM5		2	2	0.5%	No
EFTUD2		2	2	0.5%	No
LHX2		2	2	0.5%	No
SLC9A3R1		2	2	0.5%	No
ZFYVE9		2	2	0.5%	No
PLAA		2	2	0.5%	No
SLC22A8		2	2	0.5%	No
SLC22A14		2	2	0.5%	No
TGFBRAP1		2	2	0.5%	No
NMT2		2	2	0.5%	No
SNRNP40		2	2	0.5%	No
NTN1		2	2	0.5%	No
KCNK6		2	2	0.5%	No
NCR1		2	2	0.5%	No
MED27		2	2	0.5%	No
HOMER2		2	2	0.5%	No
ARHGEF6		2	2	0.5%	No
IL27RA		2	2	0.5%	No
SH3BP5		2	2	0.5%	No
THEMIS2		2	2	0.5%	No
TBX4		2	2	0.5%	No
MYOT		2	2	0.5%	No
GAL3ST1		2	2	0.5%	No
SCAMP1		2	2	0.5%	No
GOSR1		2	2	0.5%	No
BAG3		2	2	0.5%	No
POLR1C		2	2	0.5%	No
TP53I11		2	2	0.5%	No
EI24		2	2	0.5%	No
H2AFY		2	2	0.5%	No
MINPP1		2	2	0.5%	No
H6PD		2	2	0.5%	No
CLOCK		2	2	0.5%	No
ENTPD4		2	2	0.5%	No
PRDX6		2	2	0.5%	No
PDIA4		2	2	0.5%	No
RNF14		2	2	0.5%	No
VPS9D1		2	2	0.5%	No
RNF7		2	2	0.5%	No
SEC24C		2	2	0.5%	No
ISG15		2	2	0.5%	No
FEZ2		2	2	0.5%	No
MICAL2		2	2	0.5%	No
CTR9		2	2	0.5%	Yes
HS2ST1		2	2	0.5%	No
DZIP3		2	2	0.5%	No
WSCD2		2	2	0.5%	No
DEPDC5		2	2	0.5%	No
N4BP1		2	2	0.5%	No
LRRC14		2	2	0.5%	No
CLINT1		2	2	0.5%	No
UBE3C		2	2	0.5%	No
PRORP		2	2	0.5%	No
RAPGEF2		2	2	0.5%	No
EMC2		2	2	0.5%	No
CEP57		2	2	0.5%	No
PCDHGA8		2	2	0.5%	No
USP6NL		2	2	0.5%	No
FAM131B		2	2	0.5%	No
GPRIN2		2	2	0.5%	No
TMEM63A		2	2	0.5%	No
LAPTM4A		2	2	0.5%	No
MLEC		2	2	0.5%	No
LZTS3		2	2	0.5%	No
ZFYVE16		2	2	0.5%	No
EIF4A3		2	2	0.5%	No
DLGAP5		2	2	0.5%	No
PTDSS1		2	2	0.5%	No
TATDN2		2	2	0.5%	No
CTIF		2	2	0.5%	No
GIT2		2	2	0.5%	No
TSC22D2		2	2	0.5%	No
ARHGAP11A		2	2	0.5%	No
JAKMIP2		2	2	0.5%	No
ZBTB24		2	2	0.5%	No
GAB2		2	2	0.5%	Yes
KIAA0753		2	2	0.5%	No
CEP170		2	2	0.5%	No
PSMD6		2	2	0.5%	No
TOMM70		2	2	0.5%	No
AREL1		2	2	0.5%	No
SEC24D		2	2	0.5%	No
FCHSD2		2	2	0.5%	No
ZC3H11A		2	2	0.5%	No
RHOBTB1		2	2	0.5%	No
SMG7		2	2	0.5%	No
PLPPR4		2	2	0.5%	No
ARHGAP44		3	2	0.5%	No
NCAPD2		2	2	0.5%	No
RNF10		2	2	0.5%	No
ZBTB5		2	2	0.5%	No
P2RY14		2	2	0.5%	No
EXOG		2	2	0.5%	No
GFPT2		2	2	0.5%	No
GOLGA5		2	2	0.5%	Yes
HS3ST1		2	2	0.5%	No
USP15		2	2	0.5%	No
USP3		2	2	0.5%	No
SLC23A2		2	2	0.5%	No
SLC23A1		2	2	0.5%	No
THOC1		2	2	0.5%	No
HNRNPDL		2	2	0.5%	No
TANK		2	2	0.5%	No
SH2B3		2	2	0.5%	Yes
TROAP		3	2	0.5%	No
CHAF1A		2	2	0.5%	No
TOM1L1		2	2	0.5%	No
HMGXB4		2	2	0.5%	No
AP1M2		2	2	0.5%	No
SAE1		2	2	0.5%	No
PDCD7		2	2	0.5%	No
ACTR3		2	2	0.5%	No
TSPAN5		2	2	0.5%	No
TSPAN2		2	2	0.5%	No
ACTR1B		2	2	0.5%	No
PDIA6		2	2	0.5%	No
ABI2		2	2	0.5%	No
TRIM28		2	2	0.5%	No
RASA4		2	2	0.5%	No
LPCAT3		2	2	0.5%	No
SERF2		2	2	0.5%	No
RCL1		2	2	0.5%	No
MPHOSPH10		2	2	0.5%	No
CALCRL		2	2	0.5%	No
ANGPTL7		2	2	0.5%	No
RCAN2		2	2	0.5%	No
LRRC23		2	2	0.5%	No
MRPS31		3	2	0.5%	No
GPHN		2	2	0.5%	Yes
SPRY1		2	2	0.5%	No
DENND4A		2	2	0.5%	No
SF3B4		2	2	0.5%	No
RAMP2		2	2	0.5%	No
EFS		2	2	0.5%	No
PRSS16		2	2	0.5%	No
SIGMAR1		2	2	0.5%	No
LILRB2		2	2	0.5%	No
MAEA		2	2	0.5%	No
APBB3		2	2	0.5%	No
VPS26C		2	2	0.5%	No
TCIRG1		2	2	0.5%	No
TNIP1		2	2	0.5%	No
B3GNT3		2	2	0.5%	No
TFG		2	2	0.5%	Yes
ABCA9		2	2	0.5%	No
NPM2		2	2	0.5%	No
HMG20A		2	2	0.5%	No
IRF9		2	2	0.5%	No
BTN3A3		2	2	0.5%	No
ATP8A1		2	2	0.5%	No
RAPGEF3		2	2	0.5%	No
YAP1		2	2	0.5%	Yes
SPON2		2	2	0.5%	No
PRMT5		2	2	0.5%	No
CFDP1		2	2	0.5%	No
TMEM147		2	2	0.5%	No
RBM14		2	2	0.5%	No
IFI30		2	2	0.5%	No
N4BP2L2		2	2	0.5%	No
PPIH		2	2	0.5%	No
COG5		2	2	0.5%	No
NXF1		2	2	0.5%	No
SEC23B		2	2	0.5%	No
C1ORF61		2	2	0.5%	No
SYNCRIP		2	2	0.5%	No
SEMA6C		2	2	0.5%	No
SEMA4F		2	2	0.5%	No
SEMA4D		2	2	0.5%	No
SEMA4B		2	2	0.5%	No
FBXW10		2	2	0.5%	No
HYOU1		2	2	0.5%	No
IPO7		2	2	0.5%	No
PITRM1		2	2	0.5%	No
ARL6IP5		2	2	0.5%	No
AGPAT1		2	2	0.5%	No
RPP30		2	2	0.5%	No
SPTLC1		2	2	0.5%	No
DPYSL4		2	2	0.5%	No
CCT4		2	2	0.5%	No
SORBS1		2	2	0.5%	No
COLEC10		2	2	0.5%	No
TXNRD2		3	2	0.5%	No
TBL3		2	2	0.5%	No
ST6GALNAC2		2	2	0.5%	No
HEXIM1		2	2	0.5%	No
RBCK1		2	2	0.5%	No
STAMBP		2	2	0.5%	No
RGS14		2	2	0.5%	No
LEFTY1		2	2	0.5%	No
IGF2BP3		2	2	0.5%	No
YKT6		2	2	0.5%	No
KHDRBS3		2	2	0.5%	No
TSBP1		2	2	0.5%	No
GNA13		2	2	0.5%	Yes
B3GNT2		2	2	0.5%	No
GNB5		2	2	0.5%	No
CLDN16		2	2	0.5%	No
GMEB1		2	2	0.5%	No
CCT6B		2	2	0.5%	Yes
CCT8		2	2	0.5%	No
CNPY3		2	2	0.5%	No
FAM189B		2	2	0.5%	No
USP39		2	2	0.5%	No
TCFL5		2	2	0.5%	No
STAG2		2	2	0.5%	Yes
MAP3K2		2	2	0.5%	No
CAPN9		2	2	0.5%	No
GIPC1		2	2	0.5%	No
NUP50		2	2	0.5%	No
POP4		2	2	0.5%	No
ZNF460		3	2	0.5%	No
GJB6		2	2	0.5%	No
SDCCAG8		3	2	0.5%	No
STARD10		2	2	0.5%	No
WASF3		3	2	0.5%	No
FRS3		2	2	0.5%	No
FRS2		2	2	0.5%	Yes
CLPX		2	2	0.5%	No
CD3EAP		2	2	0.5%	No
SLC22A7		2	2	0.5%	No
USP20		2	2	0.5%	No
CD300C		2	2	0.5%	No
ME3		2	2	0.5%	No
NMU		2	2	0.5%	No
FGL2		2	2	0.5%	No
ACTL7B		2	2	0.5%	No
MRPS30		3	2	0.5%	No
DHRS4		2	2	0.5%	No
MAN1A2		2	2	0.5%	No
TRAFD1		2	2	0.5%	No
PAPOLA		2	2	0.5%	No
EHMT2		2	2	0.5%	No
FASTK		2	2	0.5%	No
DBF4		2	2	0.5%	No
EHD1		2	2	0.5%	No
AFG3L2		2	2	0.5%	No
SERINC3		2	2	0.5%	No
LMAN2		2	2	0.5%	No
ACOT2		2	2	0.5%	No
YWHAQ		2	2	0.5%	No
RAB32		3	2	0.5%	No
ILVBL		2	2	0.5%	No
KIF2C		2	2	0.5%	No
KLK11		2	2	0.5%	No
VAX1		2	2	0.5%	No
RIPK3		2	2	0.5%	No
STON1		2	2	0.5%	No
ADRM1		2	2	0.5%	No
CPSF6		2	2	0.5%	No
ZPBP		2	2	0.5%	No
SOX30		2	2	0.5%	No
STMN2		2	2	0.5%	No
TPPP		2	2	0.5%	No
CACFD1		2	2	0.5%	No
KATNA1		2	2	0.5%	No
CD160		2	2	0.5%	No
CAPN11		2	2	0.5%	No
IL1RAPL1		2	2	0.5%	No
DMC1		2	2	0.5%	No
CORO1A		2	2	0.5%	No
NUDT6		2	2	0.5%	No
SOX21		2	2	0.5%	No
INSL6		2	2	0.5%	No
ADAMTS6		2	2	0.5%	No
MAP4K5		3	2	0.5%	No
ABCB8		2	2	0.5%	No
IRAK3		2	2	0.5%	No
AKAP11		2	2	0.5%	No
DUSP10		2	2	0.5%	No
MRPL3		2	2	0.5%	No
SEC63		2	2	0.5%	No
ZHX1		2	2	0.5%	No
GPR176		2	2	0.5%	No
NXPH2		2	2	0.5%	No
PTGDR2		2	2	0.5%	No
PACSIN2		2	2	0.5%	No
HRH3		2	2	0.5%	No
KLF12		2	2	0.5%	No
CD300A		2	2	0.5%	No
GPR182		2	2	0.5%	No
ECD		2	2	0.5%	No
VSIG4		2	2	0.5%	No
FKBP9		2	2	0.5%	No
ACOT7		2	2	0.5%	No
OIP5		2	2	0.5%	No
MGLL		2	2	0.5%	No
COG2		2	2	0.5%	No
IKZF3		2	2	0.5%	Yes
IKZF2		2	2	0.5%	Yes
ATF5		2	2	0.5%	No
ZNF652		2	2	0.5%	No
ZFP30		2	2	0.5%	No
RHOBTB3		2	2	0.5%	No
ADNP2		2	2	0.5%	No
CHSY1		2	2	0.5%	No
FASTKD2		2	2	0.5%	No
TRAPPC8		2	2	0.5%	No
MON1B		2	2	0.5%	No
MORC2		2	2	0.5%	No
ANKRD6		2	2	0.5%	No
CLSTN1		2	2	0.5%	No
ABLIM3		2	2	0.5%	No
KHDC4		2	2	0.5%	No
ZNF365		2	2	0.5%	No
DENND3		2	2	0.5%	No
TRAK1		2	2	0.5%	No
MMRN1		2	2	0.5%	No
ZP1		2	2	0.5%	No
MAPRE3		2	2	0.5%	No
RAB18		2	2	0.5%	No
ELL2		2	2	0.5%	No
SCAP		2	2	0.5%	No
CCT5		2	2	0.5%	No
SLC4A1AP		2	2	0.5%	No
NT5C2		2	2	0.5%	Yes
EFR3B		2	2	0.5%	No
SORCS3		2	2	0.5%	No
HMGXB3		3	2	0.5%	No
TTC39A		2	2	0.5%	No
RAB21		2	2	0.5%	No
FBXO21		2	2	0.5%	No
EXOSC7		2	2	0.5%	No
PALLD		2	2	0.5%	No
GGA2		2	2	0.5%	No
EMC1		2	2	0.5%	No
RAP1GAP2		2	2	0.5%	No
DDN		2	2	0.5%	No
CLASP2		2	2	0.5%	No
WDR43		2	2	0.5%	No
SLC35D1		2	2	0.5%	No
ZCCHC14		2	2	0.5%	No
PASK		2	2	0.5%	Yes
LARP4B		2	2	0.5%	No
GANAB		2	2	0.5%	No
SYT11		2	2	0.5%	No
MLC1		2	2	0.5%	No
XPO6		2	2	0.5%	No
ZFR2		2	2	0.5%	No
RRP12		2	2	0.5%	No
ARC		2	2	0.5%	No
MINAR1		2	2	0.5%	No
SCFD1		2	2	0.5%	No
DDHD2		2	2	0.5%	No
ZC3H7B		2	2	0.5%	No
POFUT2		2	2	0.5%	No
SMG6		2	2	0.5%	No
MGRN1		2	2	0.5%	No
ATMIN		2	2	0.5%	No
SLC9A8		2	2	0.5%	No
TUT4		2	2	0.5%	No
DNAJC16		2	2	0.5%	No
ESYT1		2	2	0.5%	No
PHF24		2	2	0.5%	No
KHNYN		3	2	0.5%	No
OBSL1		2	2	0.5%	No
CRTC1		2	2	0.5%	Yes
RRP8		2	2	0.5%	No
SMG5		2	2	0.5%	No
MAU2		2	2	0.5%	No
SPECC1L		2	2	0.5%	No
NCSTN		2	2	0.5%	Yes
LARS2		2	2	0.5%	No
CTDNEP1		2	2	0.5%	No
SIRT5		2	2	0.5%	No
SIRT1		2	2	0.5%	No
RYBP		2	2	0.5%	Yes
SLC44A1		2	2	0.5%	No
SF3B3		3	2	0.5%	No
ANGPTL2		2	2	0.5%	No
ABCB9		2	2	0.5%	No
CBX6		2	2	0.5%	No
HEY2		2	2	0.5%	No
TNFRSF13B		2	2	0.5%	No
POFUT1		2	2	0.5%	No
SPIDR		2	2	0.5%	No
SLC39A14		2	2	0.5%	No
RPL13A		2	2	0.5%	No
ACAP2		2	2	0.5%	No
OR52A1		2	2	0.5%	No
SLC16A8		2	2	0.5%	No
RBFOX2		2	2	0.5%	No
SYNGR4		2	2	0.5%	No
PSD4		2	2	0.5%	No
CDK20		2	2	0.5%	No
HYAL4		2	2	0.5%	No
WBP1		2	2	0.5%	No
GTPBP4		2	2	0.5%	No
DDAH2		2	2	0.5%	No
PDSS1		2	2	0.5%	No
CLEC5A		2	2	0.5%	No
BACE1		2	2	0.5%	No
NUP62		2	2	0.5%	No
LY96		2	2	0.5%	No
PLD3		2	2	0.5%	No
TRIM29		2	2	0.5%	No
TMEFF2		2	2	0.5%	No
PRKD3		2	2	0.5%	No
SHPK		2	2	0.5%	No
EID1		2	2	0.5%	No
BHMT2		2	2	0.5%	No
PPIL2		2	2	0.5%	No
OSBP2		2	2	0.5%	No
FLRT1		2	2	0.5%	No
BCL2L13		2	2	0.5%	No
KIF4A		2	2	0.5%	No
TBC1D22A		2	2	0.5%	No
CBY1		2	2	0.5%	No
TMEM59L		2	2	0.5%	No
PGLS		3	2	0.5%	No
GCA		2	2	0.5%	No
LMOD1		2	2	0.5%	No
SPDEF		2	2	0.5%	No
TTLL1		2	2	0.5%	No
KLK5		2	2	0.5%	No
MTO1		2	2	0.5%	No
BACE2		2	2	0.5%	No
TMEM184B		2	2	0.5%	No
COG4		2	2	0.5%	No
ARMC8		2	2	0.5%	No
CATSPERZ		2	2	0.5%	No
PRKD2		2	2	0.5%	No
SPEF1		2	2	0.5%	No
PLEKHG4		2	2	0.5%	No
CCDC28A		2	2	0.5%	No
MTHFD1L		2	2	0.5%	No
CNOT10		2	2	0.5%	No
TMEM158		2	2	0.5%	No
THUMPD3		2	2	0.5%	No
SYF2		2	2	0.5%	No
NUDT13		2	2	0.5%	No
C2CD2		2	2	0.5%	No
TIPARP		2	2	0.5%	Yes
DHRS7B		2	2	0.5%	No
HINFP		2	2	0.5%	No
SNED1		3	2	0.5%	No
TBC1D10B		2	2	0.5%	No
RNF167		2	2	0.5%	No
TMEM98		2	2	0.5%	No
SUSD5		2	2	0.5%	No
IPCEF1		2	2	0.5%	No
GLCE		2	2	0.5%	No
SS18L1		2	2	0.5%	Yes
LTN1		3	2	0.5%	No
PPP1R16B		2	2	0.5%	No
SENP6		3	2	0.5%	No
APPL1		2	2	0.5%	No
CFAP61		2	2	0.5%	No
KLK13		2	2	0.5%	No
GGA1		3	2	0.5%	No
SZRD1		2	2	0.5%	No
CCDC69		2	2	0.5%	No
TANC2		2	2	0.5%	No
TCTN3		2	2	0.5%	No
KIF1BP		2	2	0.5%	No
TRPC4AP		2	2	0.5%	No
RSL1D1		2	2	0.5%	No
GIMAP2		2	2	0.5%	No
RGS22		2	2	0.5%	No
GMEB2		2	2	0.5%	No
FBXL3		2	2	0.5%	No
STAP1		2	2	0.5%	No
OR2M4		2	2	0.5%	No
CLEC4E		2	2	0.5%	No
OPTC		2	2	0.5%	No
CABYR		2	2	0.5%	No
NKX2-8		2	2	0.5%	No
TSPAN17		2	2	0.5%	No
FBXO22		2	2	0.5%	No
ERAL1		2	2	0.5%	No
CLDN17		2	2	0.5%	No
ANKRD2		2	2	0.5%	No
FGF21		2	2	0.5%	No
SERGEF		2	2	0.5%	No
OR5K1		2	2	0.5%	No
LHX6		2	2	0.5%	No
OR8B8		2	2	0.5%	No
CNNM1		2	2	0.5%	No
INTS6		2	2	0.5%	No
DAZAP1		2	2	0.5%	No
OR12D2		2	2	0.5%	No
OR11A1		2	2	0.5%	No
AATF		2	2	0.5%	No
BSCL2		2	2	0.5%	No
ELP4		2	2	0.5%	No
OR7C2		2	2	0.5%	No
OR4E2		2	2	0.5%	No
OR2H1		2	2	0.5%	No
RPS6KC1		2	2	0.5%	No
PABPC1		3	2	0.5%	No
AKAP8L		2	2	0.5%	No
FGF22		2	2	0.5%	No
TPK1		2	2	0.5%	No
DNAI1		2	2	0.5%	No
NOX1		2	2	0.5%	No
SIGLEC7		2	2	0.5%	No
PKD2L2		2	2	0.5%	No
PELP1		2	2	0.5%	No
STAU2		2	2	0.5%	No
DAPP1		2	2	0.5%	No
LAMP3		2	2	0.5%	No
LYPD3		2	2	0.5%	No
TAF5L		2	2	0.5%	No
EIF2AK1		2	2	0.5%	No
PDE7B		2	2	0.5%	No
CYTH4		2	2	0.5%	No
INVS		2	2	0.5%	No
SNX5		2	2	0.5%	No
CPNE7		2	2	0.5%	No
MORC1		2	2	0.5%	No
DENND2A		2	2	0.5%	No
RSPH14		2	2	0.5%	No
TUBG2		2	2	0.5%	No
GPR78		2	2	0.5%	No
TUBGCP4		2	2	0.5%	No
NMRK2		2	2	0.5%	No
ARHGEF16		2	2	0.5%	No
TNFRSF21		2	2	0.5%	No
CSDC2		2	2	0.5%	No
TEKT2		2	2	0.5%	No
TP53TG5		2	2	0.5%	No
ADAMDEC1		2	2	0.5%	No
BMP10		2	2	0.5%	No
BHLHE22		2	2	0.5%	No
PCDH11X		2	2	0.5%	No
ANGPTL3		2	2	0.5%	No
STK39		2	2	0.5%	No
MCAT		2	2	0.5%	No
HTRA2		2	2	0.5%	No
MAT2B		3	2	0.5%	No
NKIRAS2		2	2	0.5%	No
CDH19		2	2	0.5%	No
TRIB2		2	2	0.5%	No
CCDC22		2	2	0.5%	No
LAMTOR2		2	2	0.5%	No
IFT81		2	2	0.5%	No
NTMT1		2	2	0.5%	No
COMMD5		2	2	0.5%	No
MRPL13		2	2	0.5%	No
WDR91		2	2	0.5%	No
ZCCHC4		2	2	0.5%	No
GTPBP8		2	2	0.5%	No
BABAM1		2	2	0.5%	Yes
MRPL15		2	2	0.5%	No
TMEM208		2	2	0.5%	No
SSU72		2	2	0.5%	No
SCG3		2	2	0.5%	No
MYLIP		2	2	0.5%	No
PRSS50		2	2	0.5%	No
USP25		2	2	0.5%	No
PARVB		2	2	0.5%	No
ZDHHC8		3	2	0.5%	No
TFCP2L1		2	2	0.5%	No
SNX8		2	2	0.5%	No
SNX10		2	2	0.5%	No
RBM15B		2	2	0.5%	No
PSMC3IP		2	2	0.5%	No
MYLPF		2	2	0.5%	No
SNX15		2	2	0.5%	No
HCFC2		2	2	0.5%	No
RMC1		2	2	0.5%	No
PYCR2		2	2	0.5%	No
GMPPA		2	2	0.5%	No
SEC61A1		2	2	0.5%	No
PCDHB1		2	2	0.5%	No
PURG		2	2	0.5%	No
IL19		2	2	0.5%	No
POMT2		2	2	0.5%	No
CERS2		2	2	0.5%	No
MDFIC		2	2	0.5%	No
UBQLN1		2	2	0.5%	No
SLC39A3		2	2	0.5%	No
SLC2A8		2	2	0.5%	No
PILRA		2	2	0.5%	No
VSX1		2	2	0.5%	No
KLK14		2	2	0.5%	No
CLDN20		2	2	0.5%	No
PLA2G3		2	2	0.5%	No
DUOX2		2	2	0.5%	No
ITSN2		2	2	0.5%	No
ANO7		2	2	0.5%	No
PNPLA8		2	2	0.5%	No
ARHGEF4		2	2	0.5%	No
ARHGEF3		2	2	0.5%	No
DCAF8		2	2	0.5%	No
KCNK4		2	2	0.5%	No
MYEF2		2	2	0.5%	No
HP1BP3		2	2	0.5%	No
TAS2R16		2	2	0.5%	No
TAS2R1		3	2	0.5%	No
PARD6A		4	2	0.5%	No
TMED5		2	2	0.5%	No
MTERF3		2	2	0.5%	No
MRPS16		2	2	0.5%	No
ZBTB7B		2	2	0.5%	No
TXNDC12		2	2	0.5%	No
ATL1		2	2	0.5%	No
SSUH2		2	2	0.5%	No
TMX2		2	2	0.5%	No
CRYL1		2	2	0.5%	No
MLXIPL		2	2	0.5%	No
TNNI3K		2	2	0.5%	No
KLHL5		2	2	0.5%	No
SEPSECS		2	2	0.5%	No
ADIPOR1		3	2	0.5%	No
UTP18		2	2	0.5%	No
ZC2HC1A		2	2	0.5%	No
ABHD17B		2	2	0.5%	No
PHF20L1		2	2	0.5%	No
TRAPPC12		2	2	0.5%	No
DYNC1LI1		2	2	0.5%	No
SDF4		2	2	0.5%	No
SERPINA10		2	2	0.5%	No
VPS28		2	2	0.5%	No
DCTN4		2	2	0.5%	No
HSD17B14		2	2	0.5%	No
TUBD1		2	2	0.5%	No
LEF1		2	2	0.5%	Yes
GPN3		2	2	0.5%	No
ACP6		2	2	0.5%	No
GP6		2	2	0.5%	No
RAB9B		2	2	0.5%	No
PIPOX		2	2	0.5%	No
UBAP1		2	2	0.5%	No
DNAJC27		2	2	0.5%	No
C1RL		2	2	0.5%	No
RASL12		2	2	0.5%	No
GCNT4		2	2	0.5%	No
FKBP11		2	2	0.5%	No
